dateFrom;dateThru;Group;promotionType;sku;store
1.11.2013;28.11.2013;flyer;Flyer;1145331;
1.11.2013;28.11.2013;flyer;Flyer;1143947;
1.11.2013;28.11.2013;flyer;Flyer;1126220;
1.11.2013;28.11.2013;flyer;Flyer;1126215;
1.11.2013;28.11.2013;flyer;Flyer;1123932;
1.11.2013;28.11.2013;flyer;Flyer;1117146;
1.11.2013;28.11.2013;flyer;Flyer;1092753;
1.11.2013;28.11.2013;flyer;Flyer;1089662;
1.11.2013;28.11.2013;flyer;Flyer;1084123;
1.11.2013;28.11.2013;flyer;Flyer;1024163;
11.12.2013;25.12.2013;Special;Media;2019062;
1.12.2013;31.12.2013;Special;Don’t Miss;2018270;
1.12.2013;31.12.2013;Special;Don’t Miss;2018269;
1.12.2013;31.12.2013;Special;Don’t Miss;2017740;
1.12.2013;31.12.2013;Special;Don’t Miss;2011815;
1.12.2013;31.12.2013;Special;Don’t Miss;1122877;
29.11.2013;2.01.2014;flyer;Flyer;2019330;
29.11.2013;2.01.2014;flyer;Flyer;2019048;
29.11.2013;2.01.2014;flyer;Flyer;2018456;
29.11.2013;2.01.2014;flyer;Flyer;2014498;
29.11.2013;2.01.2014;flyer;Flyer;1147491;
29.11.2013;2.01.2014;flyer;Flyer;1147490;
29.11.2013;2.01.2014;flyer;Flyer;1145669;
29.11.2013;2.01.2014;flyer;Flyer;1145668;
29.11.2013;2.01.2014;flyer;Flyer;1145667;
29.11.2013;2.01.2014;flyer;Flyer;1145666;
29.11.2013;2.01.2014;flyer;Flyer;1144488;
29.11.2013;2.01.2014;flyer;Flyer;1143625;
29.11.2013;2.01.2014;flyer;Flyer;1143623;
29.11.2013;2.01.2014;flyer;Flyer;1143622;
29.11.2013;2.01.2014;flyer;Flyer;1143619;
29.11.2013;2.01.2014;flyer;Flyer;1143605;
29.11.2013;2.01.2014;flyer;Flyer;1143604;
29.11.2013;2.01.2014;flyer;Flyer;1143603;
29.11.2013;2.01.2014;flyer;Flyer;1137472;
29.11.2013;2.01.2014;flyer;Flyer;1136951;
29.11.2013;2.01.2014;flyer;Flyer;1126220;
29.11.2013;2.01.2014;flyer;Flyer;1126215;
29.11.2013;2.01.2014;flyer;Flyer;1124010;
29.11.2013;2.01.2014;flyer;Flyer;1124009;
29.11.2013;2.01.2014;flyer;Flyer;1122168;
29.11.2013;2.01.2014;flyer;Flyer;1122154;
29.11.2013;2.01.2014;flyer;Flyer;1106885;
29.11.2013;2.01.2014;flyer;Flyer;1092973;
3.01.2014;30.01.2014;flyer;Flyer;2019330;
3.01.2014;30.01.2014;flyer;Flyer;2018633;
3.01.2014;30.01.2014;flyer;Flyer;2018456;
3.01.2014;30.01.2014;flyer;Flyer;2018270;
3.01.2014;30.01.2014;flyer;Flyer;2018269;
3.01.2014;30.01.2014;flyer;Flyer;2017473;
3.01.2014;30.01.2014;flyer;Flyer;2016374;
3.01.2014;30.01.2014;flyer;Flyer;2016310;
3.01.2014;30.01.2014;flyer;Flyer;2014630;
3.01.2014;30.01.2014;flyer;Flyer;2014498;
3.01.2014;30.01.2014;flyer;Flyer;1149953;
3.01.2014;30.01.2014;flyer;Flyer;1148793;
3.01.2014;30.01.2014;flyer;Flyer;1145906;
3.01.2014;30.01.2014;flyer;Flyer;1145304;
3.01.2014;30.01.2014;flyer;Flyer;1139123;
3.01.2014;30.01.2014;flyer;Flyer;1137378;
3.01.2014;30.01.2014;flyer;Flyer;1137377;
3.01.2014;30.01.2014;flyer;Flyer;1137376;
3.01.2014;30.01.2014;flyer;Flyer;1137375;
3.01.2014;30.01.2014;flyer;Flyer;1137374;
3.01.2014;30.01.2014;flyer;Flyer;1137373;
3.01.2014;30.01.2014;flyer;Flyer;1137362;
3.01.2014;30.01.2014;flyer;Flyer;1126220;
3.01.2014;30.01.2014;flyer;Flyer;1126215;
3.01.2014;30.01.2014;flyer;Flyer;1119943;
3.01.2014;30.01.2014;flyer;Flyer;1089662;
31.01.2014;27.02.2014;flyer;Flyer;2019632;
31.01.2014;27.02.2014;flyer;Flyer;2019131;
31.01.2014;27.02.2014;flyer;Flyer;2018270;
31.01.2014;27.02.2014;flyer;Flyer;2018269;
31.01.2014;27.02.2014;flyer;Flyer;2015463;
31.01.2014;27.02.2014;flyer;Flyer;2014498;
31.01.2014;27.02.2014;flyer;Flyer;2014273;
31.01.2014;27.02.2014;flyer;Flyer;2014272;
31.01.2014;27.02.2014;flyer;Flyer;2014271;
31.01.2014;27.02.2014;flyer;Flyer;2014267;
31.01.2014;27.02.2014;flyer;Flyer;1146428;
31.01.2014;27.02.2014;flyer;Flyer;1145331;
31.01.2014;27.02.2014;flyer;Flyer;1143947;
31.01.2014;27.02.2014;flyer;Flyer;1143625;
31.01.2014;27.02.2014;flyer;Flyer;1143623;
31.01.2014;27.02.2014;flyer;Flyer;1143612;
31.01.2014;27.02.2014;flyer;Flyer;1143611;
31.01.2014;27.02.2014;flyer;Flyer;1143610;
31.01.2014;27.02.2014;flyer;Flyer;1143609;
31.01.2014;27.02.2014;flyer;Flyer;1143608;
31.01.2014;27.02.2014;flyer;Flyer;1143605;
31.01.2014;27.02.2014;flyer;Flyer;1143604;
31.01.2014;27.02.2014;flyer;Flyer;1143603;
31.01.2014;27.02.2014;flyer;Flyer;1139904;
31.01.2014;27.02.2014;flyer;Flyer;1139123;
31.01.2014;27.02.2014;flyer;Flyer;1126220;
31.01.2014;27.02.2014;flyer;Flyer;1126215;
31.01.2014;27.02.2014;flyer;Flyer;1113493;
31.01.2014;27.02.2014;flyer;Flyer;1111699;
31.01.2014;27.02.2014;flyer;Flyer;1101227;
31.01.2014;27.02.2014;flyer;Flyer;1100544;
31.01.2014;27.02.2014;flyer;Flyer;1096523;
31.01.2014;27.02.2014;flyer;Flyer;1092973;
31.01.2014;27.02.2014;flyer;Flyer;1092753;
31.01.2014;27.02.2014;flyer;Flyer;1086476;
31.01.2014;27.02.2014;flyer;Flyer;1078415;
31.01.2014;27.02.2014;flyer;Flyer;1024163;
1.02.2014;28.02.2014;Special;Don’t Miss;2019632;
1.02.2014;28.02.2014;Special;Don’t Miss;2018642;
1.02.2014;28.02.2014;Special;Don’t Miss;2018618;
1.02.2014;28.02.2014;Special;Don’t Miss;2018617;
1.02.2014;28.02.2014;Special;Don’t Miss;2018616;
1.02.2014;28.02.2014;Special;Don’t Miss;2017742;
1.02.2014;28.02.2014;Special;Don’t Miss;2014498;
1.02.2014;28.02.2014;Special;Don’t Miss;1150270;
1.02.2014;28.02.2014;Special;Don’t Miss;1147834;
1.02.2014;28.02.2014;Special;Don’t Miss;1147491;
1.02.2014;28.02.2014;Special;Don’t Miss;1147490;
1.02.2014;28.02.2014;Special;Don’t Miss;1139494;
1.02.2014;28.02.2014;Special;Don’t Miss;1138115;
1.02.2014;28.02.2014;Special;Don’t Miss;1107711;
28.02.2014;3.04.2014;flyer;Flyer;2019812;
28.02.2014;3.04.2014;flyer;Flyer;2019417;
28.02.2014;3.04.2014;flyer;Flyer;2019411;
28.02.2014;3.04.2014;flyer;Flyer;2019330;
28.02.2014;3.04.2014;flyer;Flyer;2018709;
28.02.2014;3.04.2014;flyer;Flyer;2018270;
28.02.2014;3.04.2014;flyer;Flyer;2018269;
28.02.2014;3.04.2014;flyer;Flyer;2017473;
28.02.2014;3.04.2014;flyer;Flyer;2016960;
28.02.2014;3.04.2014;flyer;Flyer;2016374;
28.02.2014;3.04.2014;flyer;Flyer;2015390;
28.02.2014;3.04.2014;flyer;Flyer;1151027;
28.02.2014;3.04.2014;flyer;Flyer;1150217;
28.02.2014;3.04.2014;flyer;Flyer;1143263;
28.02.2014;3.04.2014;flyer;Flyer;1143251;
28.02.2014;3.04.2014;flyer;Flyer;1142959;
28.02.2014;3.04.2014;flyer;Flyer;1139904;
28.02.2014;3.04.2014;flyer;Flyer;1126220;
28.02.2014;3.04.2014;flyer;Flyer;1126215;
28.02.2014;3.04.2014;flyer;Flyer;1124122;
28.02.2014;3.04.2014;flyer;Flyer;1119943;
28.02.2014;3.04.2014;flyer;Flyer;1117427;
28.02.2014;3.04.2014;flyer;Flyer;1084124;
28.02.2014;3.04.2014;flyer;Flyer;1084123;
28.02.2014;3.04.2014;flyer;Flyer;1067726;
28.02.2014;3.04.2014;flyer;Flyer;1016030;
28.03.2014;25.04.2014;Special;Media;1151027;
1.04.2014;30.04.2014;Special;Arrival;2019717;
1.04.2014;30.04.2014;Special;Arrival;2019695;
1.04.2014;30.04.2014;Special;Arrival;2019642;
1.04.2014;30.04.2014;Special;Arrival;2019515;
1.04.2014;30.04.2014;Special;Arrival;2018270;
1.04.2014;30.04.2014;Special;Arrival;2018269;
1.04.2014;30.04.2014;Special;Arrival;2017897;
1.04.2014;30.04.2014;Special;Arrival;2017728;
1.04.2014;30.04.2014;Special;Arrival;1151346;
1.04.2014;30.04.2014;Special;Arrival;1151342;
1.04.2014;30.04.2014;Special;Arrival;1139904;
4.04.2014;1.05.2014;flyer;Flyer;2019131;
4.04.2014;1.05.2014;flyer;Flyer;2018709;
4.04.2014;1.05.2014;flyer;Flyer;2015795;
4.04.2014;1.05.2014;flyer;Flyer;2014440;
4.04.2014;1.05.2014;flyer;Flyer;2014273;
4.04.2014;1.05.2014;flyer;Flyer;2014272;
4.04.2014;1.05.2014;flyer;Flyer;2014271;
4.04.2014;1.05.2014;flyer;Flyer;2014267;
4.04.2014;1.05.2014;flyer;Flyer;2013624;
4.04.2014;1.05.2014;flyer;Flyer;2012843;
4.04.2014;1.05.2014;flyer;Flyer;1152121;
4.04.2014;1.05.2014;flyer;Flyer;1151835;
4.04.2014;1.05.2014;flyer;Flyer;1151834;
4.04.2014;1.05.2014;flyer;Flyer;1151833;
4.04.2014;1.05.2014;flyer;Flyer;1151027;
4.04.2014;1.05.2014;flyer;Flyer;1150093;
4.04.2014;1.05.2014;flyer;Flyer;1146771;
4.04.2014;1.05.2014;flyer;Flyer;1146427;
4.04.2014;1.05.2014;flyer;Flyer;1145666;
4.04.2014;1.05.2014;flyer;Flyer;1143947;
4.04.2014;1.05.2014;flyer;Flyer;1143605;
4.04.2014;1.05.2014;flyer;Flyer;1143604;
4.04.2014;1.05.2014;flyer;Flyer;1143251;
4.04.2014;1.05.2014;flyer;Flyer;1137472;
4.04.2014;1.05.2014;flyer;Flyer;1136951;
4.04.2014;1.05.2014;flyer;Flyer;1117427;
4.04.2014;1.05.2014;flyer;Flyer;1067726;
1.05.2014;31.05.2014;Special;Arrival;2019695;
1.05.2014;31.05.2014;Special;Arrival;1117427;
2.05.2014;5.06.2014;flyer;Flyer;2018016;
2.05.2014;5.06.2014;flyer;Flyer;2017937;
2.05.2014;5.06.2014;flyer;Flyer;2016391;
2.05.2014;5.06.2014;flyer;Flyer;2015795;
2.05.2014;5.06.2014;flyer;Flyer;2015463;
2.05.2014;5.06.2014;flyer;Flyer;2014630;
2.05.2014;5.06.2014;flyer;Flyer;2012843;
2.05.2014;5.06.2014;flyer;Flyer;2006025;
2.05.2014;5.06.2014;flyer;Flyer;2006024;
2.05.2014;5.06.2014;flyer;Flyer;1151042;
2.05.2014;5.06.2014;flyer;Flyer;1147491;
2.05.2014;5.06.2014;flyer;Flyer;1147490;
2.05.2014;5.06.2014;flyer;Flyer;1143251;
2.05.2014;5.06.2014;flyer;Flyer;1143170;
2.05.2014;5.06.2014;flyer;Flyer;1111699;
2.05.2014;5.06.2014;flyer;Flyer;1095699;
2.05.2014;5.06.2014;flyer;Flyer;1095693;
2.05.2014;5.06.2014;flyer;Flyer;1086476;
2.05.2014;5.06.2014;flyer;Flyer;1078415;
2.05.2014;5.06.2014;flyer;Flyer;1071580;
1.06.2014;30.06.2014;Special;Don’t Miss;2019417;
1.06.2014;30.06.2014;Special;Don’t Miss;2019411;
1.06.2014;30.06.2014;Special;Don’t Miss;2019361;
1.06.2014;30.06.2014;Special;Don’t Miss;2019345;
1.06.2014;30.06.2014;Special;Don’t Miss;2015795;
1.06.2014;30.06.2014;Special;Don’t Miss;2014440;
1.06.2014;30.06.2014;Special;Don’t Miss;2013438;
1.06.2014;30.06.2014;Special;Don’t Miss;1125147;
6.06.2014;3.07.2014;flyer;Flyer;2019546;
6.06.2014;3.07.2014;flyer;Flyer;2019545;
6.06.2014;3.07.2014;flyer;Flyer;2019062;
6.06.2014;3.07.2014;flyer;Flyer;2018709;
6.06.2014;3.07.2014;flyer;Flyer;2017166;
6.06.2014;3.07.2014;flyer;Flyer;2017147;
6.06.2014;3.07.2014;flyer;Flyer;2013624;
6.06.2014;3.07.2014;flyer;Flyer;1152102;
6.06.2014;3.07.2014;flyer;Flyer;1145331;
6.06.2014;3.07.2014;flyer;Flyer;1143251;
6.06.2014;3.07.2014;flyer;Flyer;1134110;
6.06.2014;3.07.2014;flyer;Flyer;1115262;
4.07.2014;1.08.2014;flyer;Flyer;2019697;
4.07.2014;1.08.2014;flyer;Flyer;2019690;
4.07.2014;1.08.2014;flyer;Flyer;2019457;
4.07.2014;1.08.2014;flyer;Flyer;2019456;
4.07.2014;1.08.2014;flyer;Flyer;2018709;
4.07.2014;1.08.2014;flyer;Flyer;2018555;
4.07.2014;1.08.2014;flyer;Flyer;2017166;
4.07.2014;1.08.2014;flyer;Flyer;2017147;
4.07.2014;1.08.2014;flyer;Flyer;2015463;
4.07.2014;1.08.2014;flyer;Flyer;2006025;
4.07.2014;1.08.2014;flyer;Flyer;2006024;
4.07.2014;1.08.2014;flyer;Flyer;1152435;
4.07.2014;1.08.2014;flyer;Flyer;1152413;
4.07.2014;1.08.2014;flyer;Flyer;1151281;
4.07.2014;1.08.2014;flyer;Flyer;1146771;
4.07.2014;1.08.2014;flyer;Flyer;1146469;
4.07.2014;1.08.2014;flyer;Flyer;1146468;
4.07.2014;1.08.2014;flyer;Flyer;1146467;
4.07.2014;1.08.2014;flyer;Flyer;1146466;
4.07.2014;1.08.2014;flyer;Flyer;1146464;
4.07.2014;1.08.2014;flyer;Flyer;1146462;
4.07.2014;1.08.2014;flyer;Flyer;1146437;
4.07.2014;1.08.2014;flyer;Flyer;1143321;
4.07.2014;1.08.2014;flyer;Flyer;1141757;
4.07.2014;1.08.2014;flyer;Flyer;1117146;
4.07.2014;1.08.2014;flyer;Flyer;1113805;
4.07.2014;1.08.2014;flyer;Flyer;1111699;
4.07.2014;1.08.2014;flyer;Flyer;1086476;
4.07.2014;1.08.2014;flyer;Flyer;1064266;
4.07.2014;1.08.2014;Special;Don’t Miss;2019697;
4.07.2014;1.08.2014;Special;Don’t Miss;2017166;
4.07.2014;1.08.2014;Special;Don’t Miss;2015276;
4.07.2014;1.08.2014;Special;Don’t Miss;2013624;
4.07.2014;1.08.2014;Special;Don’t Miss;1096536;
4.07.2014;1.08.2014;Special;Don’t Miss;1096535;
4.07.2014;1.08.2014;Special;Don’t Miss;1096065;
4.07.2014;1.08.2014;Special;Don’t Miss;1096064;
4.07.2014;1.08.2014;Special;Don’t Miss;1096062;
1.08.2014;3.09.2014;Special;Media2;2019690;
1.08.2014;3.09.2014;Special;ndir;2019592;
1.08.2014;3.09.2014;Special;ndir;2018528;
1.08.2014;3.09.2014;Special;ndir;2018327;
1.08.2014;3.09.2014;Special;ndir;2017740;
1.08.2014;3.09.2014;Special;Media2;2017569;
1.08.2014;3.09.2014;Special;ndir;2017356;
1.08.2014;3.09.2014;Special;ndir;2017355;
1.08.2014;3.09.2014;Special;ndir;2017354;
1.08.2014;3.09.2014;Special;Media2;2017147;
1.08.2014;3.09.2014;Special;ndir;2016568;
1.08.2014;3.09.2014;Special;ndir;2015463;
1.08.2014;3.09.2014;Special;ndir;2015399;
1.08.2014;3.09.2014;Special;ndir;2013934;
1.08.2014;3.09.2014;Special;ndir;2012843;
1.08.2014;3.09.2014;Special;Media2;2009134;
1.08.2014;3.09.2014;Special;ndir;1151281;
1.08.2014;3.09.2014;Special;ndir;1150217;
1.08.2014;3.09.2014;Special;ndir;1144275;
1.08.2014;3.09.2014;Special;ndir;1143321;
1.08.2014;3.09.2014;Special;ndir;1142964;
1.08.2014;3.09.2014;Special;ndir;1142959;
1.08.2014;3.09.2014;Special;ndir;1142854;
1.08.2014;3.09.2014;Special;ndir;1137759;
1.08.2014;3.09.2014;Special;ndir;1125355;
1.08.2014;3.09.2014;Special;ndir;1121744;
1.08.2014;3.09.2014;Special;ndir;1121593;
1.08.2014;3.09.2014;Special;ndir;1113302;
1.08.2014;3.09.2014;Special;ndir;1110235;
1.08.2014;3.09.2014;Special;ndir;1106127;
1.08.2014;3.09.2014;Special;ndir;1101159;
1.08.2014;3.09.2014;Special;ndir;1100855;
1.08.2014;3.09.2014;Special;ndir;1100769;
1.08.2014;3.09.2014;Special;ndir;1098866;
1.08.2014;3.09.2014;Special;ndir;1097896;
1.08.2014;3.09.2014;Special;ndir;1096535;
1.08.2014;3.09.2014;Special;ndir;1096064;
1.08.2014;3.09.2014;Special;ndir;1093418;
1.08.2014;3.09.2014;Special;ndir;1089635;
1.08.2014;3.09.2014;Special;ndir;1086476;
1.08.2014;3.09.2014;Special;ndir;1064266;
1.08.2014;3.09.2014;Special;ndir;1060508;
1.08.2014;4.09.2014;flyer;Flyer;2019690;
1.08.2014;4.09.2014;flyer;Flyer;2019642;
1.08.2014;4.09.2014;flyer;Flyer;2019592;
1.08.2014;4.09.2014;flyer;Flyer;2019568;
1.08.2014;4.09.2014;flyer;Flyer;2019546;
1.08.2014;4.09.2014;flyer;Flyer;2019545;
1.08.2014;4.09.2014;flyer;Flyer;2019515;
1.08.2014;4.09.2014;flyer;Flyer;2019417;
1.08.2014;4.09.2014;flyer;Flyer;2019411;
1.08.2014;4.09.2014;flyer;Flyer;2018709;
1.08.2014;4.09.2014;flyer;Flyer;2018528;
1.08.2014;4.09.2014;flyer;Flyer;2018327;
1.08.2014;4.09.2014;flyer;Flyer;2017166;
1.08.2014;4.09.2014;flyer;Flyer;2017147;
1.08.2014;4.09.2014;flyer;Flyer;2015946;
1.08.2014;4.09.2014;flyer;Flyer;2015415;
1.08.2014;4.09.2014;flyer;Flyer;2013934;
1.08.2014;4.09.2014;flyer;Flyer;2013624;
1.08.2014;4.09.2014;flyer;Flyer;2009134;
1.08.2014;4.09.2014;flyer;Flyer;2006025;
1.08.2014;4.09.2014;flyer;Flyer;2006024;
1.08.2014;4.09.2014;flyer;Flyer;1151281;
1.08.2014;4.09.2014;flyer;Flyer;1150656;
1.08.2014;4.09.2014;flyer;Flyer;1144500;
1.08.2014;4.09.2014;flyer;Flyer;1143321;
1.08.2014;4.09.2014;flyer;Flyer;1143251;
1.08.2014;4.09.2014;flyer;Flyer;1125411;
1.08.2014;4.09.2014;flyer;Flyer;1117427;
1.08.2014;4.09.2014;flyer;Flyer;1101159;
1.08.2014;4.09.2014;flyer;Flyer;1098614;
5.09.2014;3.10.2014;flyer;Flyer;2020572;
5.09.2014;3.10.2014;flyer;Flyer;2020567;
5.09.2014;3.10.2014;flyer;Flyer;2020539;
5.09.2014;3.10.2014;flyer;Flyer;2019457;
5.09.2014;3.10.2014;flyer;Flyer;2019456;
5.09.2014;3.10.2014;flyer;Flyer;2018588;
5.09.2014;3.10.2014;flyer;Flyer;2017473;
5.09.2014;3.10.2014;flyer;Flyer;2016391;
5.09.2014;3.10.2014;flyer;Flyer;2014273;
5.09.2014;3.10.2014;flyer;Flyer;2014272;
5.09.2014;3.10.2014;flyer;Flyer;2014271;
5.09.2014;3.10.2014;flyer;Flyer;2014267;
5.09.2014;3.10.2014;flyer;Flyer;1157410;
5.09.2014;3.10.2014;flyer;Flyer;1157013;
5.09.2014;3.10.2014;flyer;Flyer;1156948;
5.09.2014;3.10.2014;flyer;Flyer;1155052;
5.09.2014;3.10.2014;flyer;Flyer;1152121;
5.09.2014;3.10.2014;flyer;Flyer;1151194;
5.09.2014;3.10.2014;flyer;Flyer;1143251;
5.09.2014;3.10.2014;flyer;Flyer;1117427;
5.09.2014;3.10.2014;flyer;Flyer;1111699;
5.09.2014;3.10.2014;flyer;Flyer;1096062;
5.09.2014;3.10.2014;flyer;Flyer;1095699;
5.09.2014;3.10.2014;flyer;Flyer;1095693;
5.09.2014;3.10.2014;flyer;Flyer;1086953;
5.09.2014;3.10.2014;flyer;Flyer;1078415;
5.09.2014;3.10.2014;flyer;Flyer;1071580;
5.09.2014;3.10.2014;flyer;Flyer;1036974;
5.09.2014;3.10.2014;flyer;Flyer;1036968;
5.10.2014;3.11.2014;flyer;Flyer;2021763;
5.10.2014;3.11.2014;flyer;Flyer;2020551;
5.10.2014;3.11.2014;flyer;Flyer;2019877;
5.10.2014;3.11.2014;flyer;Flyer;2019330;
5.10.2014;3.11.2014;flyer;Flyer;2018709;
5.10.2014;3.11.2014;flyer;Flyer;2018456;
5.10.2014;3.11.2014;flyer;Flyer;2017937;
5.10.2014;3.11.2014;flyer;Flyer;2017897;
5.10.2014;3.11.2014;flyer;Flyer;2017742;
5.10.2014;3.11.2014;flyer;Flyer;2015795;
5.10.2014;3.11.2014;flyer;Flyer;2015474;
5.10.2014;3.11.2014;flyer;Flyer;2015189;
5.10.2014;3.11.2014;flyer;Flyer;2014630;
5.10.2014;3.11.2014;flyer;Flyer;2014498;
5.10.2014;3.11.2014;flyer;Flyer;1157643;
5.10.2014;3.11.2014;flyer;Flyer;1157410;
5.10.2014;3.11.2014;flyer;Flyer;1157205;
5.10.2014;3.11.2014;flyer;Flyer;1157143;
5.10.2014;3.11.2014;flyer;Flyer;1156633;
5.10.2014;3.11.2014;flyer;Flyer;1156587;
5.10.2014;3.11.2014;flyer;Flyer;1156585;
5.10.2014;3.11.2014;flyer;Flyer;1156584;
5.10.2014;3.11.2014;flyer;Flyer;1156583;
5.10.2014;3.11.2014;flyer;Flyer;1156552;
5.10.2014;3.11.2014;flyer;Flyer;1156551;
5.10.2014;3.11.2014;flyer;Flyer;1156550;
5.10.2014;3.11.2014;flyer;Flyer;1156548;
5.10.2014;3.11.2014;flyer;Flyer;1156541;
5.10.2014;3.11.2014;flyer;Flyer;1156482;
5.10.2014;3.11.2014;flyer;Flyer;1156481;
5.10.2014;3.11.2014;flyer;Flyer;1156480;
5.10.2014;3.11.2014;flyer;Flyer;1156378;
5.10.2014;3.11.2014;flyer;Flyer;1156031;
5.10.2014;3.11.2014;flyer;Flyer;1155077;
5.10.2014;3.11.2014;flyer;Flyer;1154316;
5.10.2014;3.11.2014;flyer;Flyer;1152435;
5.10.2014;3.11.2014;flyer;Flyer;1151862;
5.10.2014;3.11.2014;flyer;Flyer;1151837;
5.10.2014;3.11.2014;flyer;Flyer;1151836;
5.10.2014;3.11.2014;flyer;Flyer;1151346;
5.10.2014;3.11.2014;flyer;Flyer;1151342;
5.10.2014;3.11.2014;flyer;Flyer;1149568;
5.10.2014;3.11.2014;flyer;Flyer;1146428;
5.10.2014;3.11.2014;flyer;Flyer;1146427;
5.10.2014;3.11.2014;flyer;Flyer;1145723;
5.10.2014;3.11.2014;flyer;Flyer;1145672;
5.10.2014;3.11.2014;flyer;Flyer;1145670;
5.10.2014;3.11.2014;flyer;Flyer;1145669;
5.10.2014;3.11.2014;flyer;Flyer;1145668;
5.10.2014;3.11.2014;flyer;Flyer;1145667;
5.10.2014;3.11.2014;flyer;Flyer;1143611;
5.10.2014;3.11.2014;flyer;Flyer;1143610;
5.10.2014;3.11.2014;flyer;Flyer;1113493;
5.10.2014;3.11.2014;flyer;Flyer;1111699;
5.10.2014;3.11.2014;flyer;Flyer;1111685;
5.10.2014;3.11.2014;flyer;Flyer;1111684;
5.10.2014;3.11.2014;flyer;Flyer;1111683;
5.10.2014;3.11.2014;flyer;Flyer;1111682;
5.10.2014;3.11.2014;flyer;Flyer;1111681;
5.10.2014;3.11.2014;flyer;Flyer;1111680;
5.10.2014;3.11.2014;flyer;Flyer;1111679;
5.10.2014;3.11.2014;flyer;Flyer;1111678;
5.10.2014;3.11.2014;flyer;Flyer;1106885;
5.10.2014;3.11.2014;flyer;Flyer;1100769;
5.10.2014;3.11.2014;flyer;Flyer;1089635;
5.10.2014;3.11.2014;flyer;Flyer;1084124;
5.10.2014;3.11.2014;flyer;Flyer;1084123;
5.10.2014;3.11.2014;flyer;Flyer;1081945;
5.10.2014;3.11.2014;flyer;Flyer;1024163;
9.10.2014;5.11.2014;Special;ndir;2020539;
9.10.2014;5.11.2014;Special;ndir;2020518;
9.10.2014;5.11.2014;Special;ndir;2020505;
9.10.2014;5.11.2014;Special;ndir;2018588;
9.10.2014;5.11.2014;Special;ndir;2017897;
9.10.2014;5.11.2014;Special;Media2;2015795;
9.10.2014;5.11.2014;Special;ndir;2014498;
9.10.2014;5.11.2014;Special;ndir;2014440;
9.10.2014;5.11.2014;Special;ndir;2014273;
9.10.2014;5.11.2014;Special;ndir;2014272;
9.10.2014;5.11.2014;Special;ndir;2014271;
9.10.2014;5.11.2014;Special;ndir;2004122;
9.10.2014;5.11.2014;Special;ndir;1159340;
9.10.2014;5.11.2014;Special;ndir;1159042;
9.10.2014;5.11.2014;Special;ndir;1157410;
9.10.2014;5.11.2014;Special;ndir;1157205;
9.10.2014;5.11.2014;Special;Media2;1157143;
9.10.2014;5.11.2014;Special;ndir;1157013;
9.10.2014;5.11.2014;Special;Media2;1156550;
9.10.2014;5.11.2014;Special;Media2;1156212;
9.10.2014;5.11.2014;Special;ndir;1154230;
9.10.2014;5.11.2014;Special;ndir;1151999;
9.10.2014;5.11.2014;Special;Media2;1144189;
9.10.2014;5.11.2014;Special;Media2;1139904;
9.10.2014;5.11.2014;Special;ndir;1137166;
9.10.2014;5.11.2014;Special;ndir;1124122;
9.10.2014;5.11.2014;Special;ndir;1122877;
9.10.2014;5.11.2014;Special;ndir;1122168;
9.10.2014;5.11.2014;Special;ndir;1117427;
6.11.2014;3.12.2014;Special;ndir;2021746;
6.11.2014;3.12.2014;Special;ndir;2020551;
6.11.2014;3.12.2014;Special;ndir;2019546;
6.11.2014;3.12.2014;Special;ndir;2019545;
6.11.2014;3.12.2014;Special;ndir;2019457;
6.11.2014;3.12.2014;Special;ndir;2019456;
6.11.2014;3.12.2014;Special;ndir;2017897;
6.11.2014;3.12.2014;Special;ndir;2017533;
6.11.2014;3.12.2014;Special;ndir;2017519;
6.11.2014;3.12.2014;Special;ndir;2015946;
6.11.2014;3.12.2014;Special;ndir;2015795;
6.11.2014;3.12.2014;Special;ndir;2014630;
6.11.2014;3.12.2014;Special;ndir;2014498;
6.11.2014;3.12.2014;Special;ndir;2014440;
6.11.2014;3.12.2014;Special;ndir;2013438;
6.11.2014;3.12.2014;Special;ndir;1159343;
6.11.2014;3.12.2014;Special;ndir;1159340;
6.11.2014;3.12.2014;Special;ndir;1157410;
6.11.2014;3.12.2014;Special;ndir;1157205;
6.11.2014;3.12.2014;Special;ndir;1157143;
6.11.2014;3.12.2014;Special;ndir;1157013;
6.11.2014;3.12.2014;Special;ndir;1156587;
6.11.2014;3.12.2014;Special;ndir;1156585;
6.11.2014;3.12.2014;Special;ndir;1156584;
6.11.2014;3.12.2014;Special;ndir;1156583;
6.11.2014;3.12.2014;Special;ndir;1156482;
6.11.2014;3.12.2014;Special;ndir;1156481;
6.11.2014;3.12.2014;Special;ndir;1156480;
6.11.2014;3.12.2014;Special;ndir;1156212;
6.11.2014;3.12.2014;Special;ndir;1154230;
6.11.2014;3.12.2014;Special;ndir;1151999;
6.11.2014;3.12.2014;Special;ndir;1151042;
6.11.2014;3.12.2014;Special;ndir;1150656;
6.11.2014;3.12.2014;Special;ndir;1149835;
6.11.2014;3.12.2014;Special;ndir;1139904;
6.11.2014;3.12.2014;Special;ndir;1139123;
6.11.2014;3.12.2014;Special;ndir;1137166;
6.11.2014;3.12.2014;Special;ndir;1124122;
6.11.2014;3.12.2014;Special;ndir;1122877;
6.11.2014;3.12.2014;Special;ndir;1121744;
